date_day,date_name,geography_name,sex_name,age_name,measure_value,measure_name
2015-11-01,November 2015,United Kingdom,Male,Aged 18-21,59710,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 25-49,257605,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 25-29,68010,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 30-34,53180,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 35-39,44515,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 40-44,44170,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 45-49,47730,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 50+,107665,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 50-54,47495,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 55-59,39545,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 60-64,20605,Claimant count
2015-11-01,November 2015,United Kingdom,Male,Aged 65+,25,Claimant count
2015-11-01,November 2015,United Kingdom,Female,All categories: Age 16+,265805,Claimant count
2015-11-01,November 2015,United Kingdom,Female,All categories: Age 16+,1.3,Claimants as a proportion of residents aged 16-64
2015-11-01,November 2015,United Kingdom,Female,All categories: Age 16+,1.6,Claimants as a proportion of the workforce
2015-11-01,November 2015,United Kingdom,Female,Age unknown (clerical claims),380,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 16-24,59205,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 16-17,330,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 18-24,58870,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 18-21,36205,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 25-49,146670,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 25-29,34300,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 30-34,29000,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 35-39,26240,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 40-44,27530,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 45-49,29595,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 50+,59555,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 50-54,27410,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 55-59,22005,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 60-64,10135,Claimant count
2015-11-01,November 2015,United Kingdom,Female,Aged 65+,0,Claimant count
2015-12-01,December 2015,London,Total,All categories: Age 16+,106315,Claimant count
2015-12-01,December 2015,London,Total,All categories: Age 16+,1.8,Claimants as a proportion of residents aged 16-64
2015-12-01,December 2015,London,Total,All categories: Age 16+,2.3,Claimants as a proportion of economically active residents aged 16+
2015-12-01,December 2015,London,Total,All categories: Age 16+,1.8,Claimants as a proportion of the workforce
2015-12-01,December 2015,London,Total,Age unknown (clerical claims),235,Claimant count
2015-12-01,December 2015,London,Total,Aged 16-24,17530,Claimant count
2015-12-01,December 2015,London,Total,Aged 16-17,45,Claimant count
2015-12-01,December 2015,London,Total,Aged 18-24,17485,Claimant count
2015-12-01,December 2015,London,Total,Aged 18-21,9255,Claimant count
2015-12-01,December 2015,London,Total,Aged 25-49,61285,Claimant count
2015-12-01,December 2015,London,Total,Aged 25-29,14235,Claimant count
2015-12-01,December 2015,London,Total,Aged 30-34,11895,Claimant count
2015-12-01,December 2015,London,Total,Aged 35-39,11035,Claimant count
2015-12-01,December 2015,London,Total,Aged 40-44,11345,Claimant count
2015-12-01,December 2015,London,Total,Aged 45-49,12780,Claimant count
2015-12-01,December 2015,London,Total,Aged 50+,27265,Claimant count
2015-12-01,December 2015,London,Total,Aged 50-54,12565,Claimant count
2015-12-01,December 2015,London,Total,Aged 55-59,10050,Claimant count
2015-12-01,December 2015,London,Total,Aged 60-64,4645,Claimant count
2015-12-01,December 2015,London,Total,Aged 65+,5,Claimant count
2015-12-01,December 2015,London,Male,All categories: Age 16+,61585,Claimant count
2015-12-01,December 2015,London,Male,All categories: Age 16+,2.1,Claimants as a proportion of residents aged 16-64
2015-12-01,December 2015,London,Male,All categories: Age 16+,2,Claimants as a proportion of the workforce
2015-12-01,December 2015,London,Male,Age unknown (clerical claims),160,Claimant count
2015-12-01,December 2015,London,Male,Aged 16-24,10450,Claimant count
2015-12-01,December 2015,London,Male,Aged 16-17,20,Claimant count
2015-12-01,December 2015,London,Male,Aged 18-24,10430,Claimant count
2015-12-01,December 2015,London,Male,Aged 18-21,5475,Claimant count
2015-12-01,December 2015,London,Male,Aged 25-49,34755,Claimant count
2015-12-01,December 2015,London,Male,Aged 25-29,8420,Claimant count
2015-12-01,December 2015,London,Male,Aged 30-34,6905,Claimant count
2015-12-01,December 2015,London,Male,Aged 35-39,6210,Claimant count
2015-12-01,December 2015,London,Male,Aged 40-44,6220,Claimant count
2015-12-01,December 2015,London,Male,Aged 45-49,7000,Claimant count
2015-12-01,December 2015,London,Male,Aged 50+,16220,Claimant count
2015-12-01,December 2015,London,Male,Aged 50-54,7245,Claimant count
2015-12-01,December 2015,London,Male,Aged 55-59,6020,Claimant count
2015-12-01,December 2015,London,Male,Aged 60-64,2945,Claimant count
2015-12-01,December 2015,London,Male,Aged 65+,5,Claimant count
2015-12-01,December 2015,London,Female,All categories: Age 16+,44730,Claimant count
2015-12-01,December 2015,London,Female,All categories: Age 16+,1.5,Claimants as a proportion of residents aged 16-64
2015-12-01,December 2015,London,Female,All categories: Age 16+,1.6,Claimants as a proportion of the workforce
2015-12-01,December 2015,London,Female,Age unknown (clerical claims),75,Claimant count
2015-12-01,December 2015,London,Female,Aged 16-24,7080,Claimant count
2015-12-01,December 2015,London,Female,Aged 16-17,25,Claimant count
2015-12-01,December 2015,London,Female,Aged 18-24,7055,Claimant count
2015-12-01,December 2015,London,Female,Aged 18-21,3780,Claimant count
2015-12-01,December 2015,London,Female,Aged 25-49,26530,Claimant count
2015-12-01,December 2015,London,Female,Aged 25-29,5815,Claimant count
2015-12-01,December 2015,London,Female,Aged 30-34,4990,Claimant count
2015-12-01,December 2015,London,Female,Aged 35-39,4825,Claimant count
2015-12-01,December 2015,London,Female,Aged 40-44,5125,Claimant count
2015-12-01,December 2015,London,Female,Aged 45-49,5780,Claimant count
2015-12-01,December 2015,London,Female,Aged 50+,11045,Claimant count
2015-12-01,December 2015,London,Female,Aged 50-54,5320,Claimant count
2015-12-01,December 2015,London,Female,Aged 55-59,4030,Claimant count
2015-12-01,December 2015,London,Female,Aged 60-64,1695,Claimant count
2015-12-01,December 2015,London,Female,Aged 65+,0,Claimant count
2015-12-01,December 2015,United Kingdom,Total,All categories: Age 16+,733800,Claimant count
2015-12-01,December 2015,United Kingdom,Total,All categories: Age 16+,1.8,Claimants as a proportion of residents aged 16-64
2015-12-01,December 2015,United Kingdom,Total,All categories: Age 16+,2.2,Claimants as a proportion of economically active residents aged 16+
2015-12-01,December 2015,United Kingdom,Total,All categories: Age 16+,2.1,Claimants as a proportion of the workforce
2015-12-01,December 2015,United Kingdom,Total,Age unknown (clerical claims),1225,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 16-24,158815,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 16-17,765,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 18-24,158050,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 18-21,91805,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 25-49,404230,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 25-29,101660,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 30-34,82270,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 35-39,70795,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 40-44,71885,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 45-49,77620,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 50+,169530,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 50-54,75485,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 55-59,62425,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 60-64,31595,Claimant count
2015-12-01,December 2015,United Kingdom,Total,Aged 65+,25,Claimant count
2015-12-01,December 2015,United Kingdom,Male,All categories: Age 16+,472655,Claimant count
2015-12-01,December 2015,United Kingdom,Male,All categories: Age 16+,2.3,Claimants as a proportion of residents aged 16-64
2015-12-01,December 2015,United Kingdom,Male,All categories: Age 16+,2.5,Claimants as a proportion of the workforce
2015-12-01,December 2015,United Kingdom,Male,Age unknown (clerical claims),870,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 16-24,102885,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 16-17,395,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 18-24,102490,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 18-21,57685,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 25-49,259475,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 25-29,68175,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 30-34,53750,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 35-39,45000,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 40-44,44505,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 45-49,48045,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 50+,109425,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 50-54,48000,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 55-59,40145,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 60-64,21255,Claimant count
2015-12-01,December 2015,United Kingdom,Male,Aged 65+,25,Claimant count
2015-12-01,December 2015,United Kingdom,Female,All categories: Age 16+,261145,Claimant count
2015-12-01,December 2015,United Kingdom,Female,All categories: Age 16+,1.3,Claimants as a proportion of residents aged 16-64
2015-12-01,December 2015,United Kingdom,Female,All categories: Age 16+,1.6,Claimants as a proportion of the workforce
2015-12-01,December 2015,United Kingdom,Female,Age unknown (clerical claims),355,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 16-24,55930,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 16-17,370,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 18-24,55560,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 18-21,34120,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 25-49,144755,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 25-29,33485,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 30-34,28520,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 35-39,25795,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 40-44,27380,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 45-49,29575,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 50+,60105,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 50-54,27480,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 55-59,22280,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 60-64,10345,Claimant count
2015-12-01,December 2015,United Kingdom,Female,Aged 65+,0,Claimant count
2016-01-01,January 2016,London,Total,All categories: Age 16+,108485,Claimant count
2016-01-01,January 2016,London,Total,All categories: Age 16+,1.8,Claimants as a proportion of residents aged 16-64
2016-01-01,January 2016,London,Total,All categories: Age 16+,2.3,Claimants as a proportion of economically active residents aged 16+
2016-01-01,January 2016,London,Total,All categories: Age 16+,1.8,Claimants as a proportion of the workforce
2016-01-01,January 2016,London,Total,Age unknown (clerical claims),275,Claimant count
2016-01-01,January 2016,London,Total,Aged 16-24,17710,Claimant count
2016-01-01,January 2016,London,Total,Aged 16-17,45,Claimant count
2016-01-01,January 2016,London,Total,Aged 18-24,17665,Claimant count
2016-01-01,January 2016,London,Total,Aged 18-21,9280,Claimant count
2016-01-01,January 2016,London,Total,Aged 25-49,62590,Claimant count
2016-01-01,January 2016,London,Total,Aged 25-29,14545,Claimant count
2016-01-01,January 2016,London,Total,Aged 30-34,12225,Claimant count
2016-01-01,January 2016,London,Total,Aged 35-39,11145,Claimant count
2016-01-01,January 2016,London,Total,Aged 40-44,11710,Claimant count
2016-01-01,January 2016,London,Total,Aged 45-49,12965,Claimant count
2016-01-01,January 2016,London,Total,Aged 50+,27915,Claimant count
2016-01-01,January 2016,London,Total,Aged 50-54,12865,Claimant count
2016-01-01,January 2016,London,Total,Aged 55-59,10230,Claimant count
2016-01-01,January 2016,London,Total,Aged 60-64,4805,Claimant count
2016-01-01,January 2016,London,Total,Aged 65+,10,Claimant count
2016-01-01,January 2016,London,Male,All categories: Age 16+,63190,Claimant count
2016-01-01,January 2016,London,Male,All categories: Age 16+,2.1,Claimants as a proportion of residents aged 16-64
2016-01-01,January 2016,London,Male,All categories: Age 16+,2,Claimants as a proportion of the workforce
2016-01-01,January 2016,London,Male,Age unknown (clerical claims),185,Claimant count
2016-01-01,January 2016,London,Male,Aged 16-24,10580,Claimant count
2016-01-01,January 2016,London,Male,Aged 16-17,25,Claimant count
2016-01-01,January 2016,London,Male,Aged 18-24,10555,Claimant count
2016-01-01,January 2016,London,Male,Aged 18-21,5475,Claimant count
2016-01-01,January 2016,London,Male,Aged 25-49,35790,Claimant count
2016-01-01,January 2016,London,Male,Aged 25-29,8670,Claimant count
2016-01-01,January 2016,London,Male,Aged 30-34,7210,Claimant count
2016-01-01,January 2016,London,Male,Aged 35-39,6300,Claimant count
2016-01-01,January 2016,London,Male,Aged 40-44,6435,Claimant count
2016-01-01,January 2016,London,Male,Aged 45-49,7180,Claimant count
2016-01-01,January 2016,London,Male,Aged 50+,16635,Claimant count
2016-01-01,January 2016,London,Male,Aged 50-54,7455,Claimant count
2016-01-01,January 2016,London,Male,Aged 55-59,6090,Claimant count
2016-01-01,January 2016,London,Male,Aged 60-64,3080,Claimant count
2016-01-01,January 2016,London,Male,Aged 65+,10,Claimant count
2016-01-01,January 2016,London,Female,All categories: Age 16+,45300,Claimant count
2016-01-01,January 2016,London,Female,All categories: Age 16+,1.5,Claimants as a proportion of residents aged 16-64
2016-01-01,January 2016,London,Female,All categories: Age 16+,1.6,Claimants as a proportion of the workforce
2016-01-01,January 2016,London,Female,Age unknown (clerical claims),95,Claimant count
2016-01-01,January 2016,London,Female,Aged 16-24,7130,Claimant count
2016-01-01,January 2016,London,Female,Aged 16-17,20,Claimant count
2016-01-01,January 2016,London,Female,Aged 18-24,7110,Claimant count
2016-01-01,January 2016,London,Female,Aged 18-21,3800,Claimant count
2016-01-01,January 2016,London,Female,Aged 25-49,26795,Claimant count
2016-01-01,January 2016,London,Female,Aged 25-29,5875,Claimant count
2016-01-01,January 2016,London,Female,Aged 30-34,5020,Claimant count
2016-01-01,January 2016,London,Female,Aged 35-39,4845,Claimant count
2016-01-01,January 2016,London,Female,Aged 40-44,5275,Claimant count
2016-01-01,January 2016,London,Female,Aged 45-49,5785,Claimant count
2016-01-01,January 2016,London,Female,Aged 50+,11280,Claimant count
2016-01-01,January 2016,London,Female,Aged 50-54,5410,Claimant count
2016-01-01,January 2016,London,Female,Aged 55-59,4145,Claimant count
2016-01-01,January 2016,London,Female,Aged 60-64,1725,Claimant count
2016-01-01,January 2016,London,Female,Aged 65+,0,Claimant count
2016-01-01,January 2016,United Kingdom,Total,All categories: Age 16+,772090,Claimant count
2016-01-01,January 2016,United Kingdom,Total,All categories: Age 16+,1.9,Claimants as a proportion of residents aged 16-64
2016-01-01,January 2016,United Kingdom,Total,All categories: Age 16+,2.3,Claimants as a proportion of economically active residents aged 16+
2016-01-01,January 2016,United Kingdom,Total,All categories: Age 16+,2.1,Claimants as a proportion of the workforce
2016-01-01,January 2016,United Kingdom,Total,Age unknown (clerical claims),1160,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 16-24,164860,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 16-17,765,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 18-24,164095,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 18-21,94100,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 25-49,427070,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 25-29,107840,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 30-34,87495,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 35-39,74360,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 40-44,75650,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 45-49,81725,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 50+,179000,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 50-54,79690,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 55-59,65820,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 60-64,33470,Claimant count
2016-01-01,January 2016,United Kingdom,Total,Aged 65+,20,Claimant count
2016-01-01,January 2016,United Kingdom,Male,All categories: Age 16+,499790,Claimant count
2016-01-01,January 2016,United Kingdom,Male,All categories: Age 16+,2.4,Claimants as a proportion of residents aged 16-64
2016-01-01,January 2016,United Kingdom,Male,All categories: Age 16+,2.6,Claimants as a proportion of the workforce
2016-01-01,January 2016,United Kingdom,Male,Age unknown (clerical claims),795,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 16-24,107210,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 16-17,395,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 18-24,106810,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 18-21,59390,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 25-49,275960,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 25-29,72725,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 30-34,57635,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 35-39,47625,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 40-44,47160,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 45-49,50820,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 50+,115830,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 50-54,50880,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 55-59,42315,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 60-64,22615,Claimant count
2016-01-01,January 2016,United Kingdom,Male,Aged 65+,20,Claimant count
2016-01-01,January 2016,United Kingdom,Female,All categories: Age 16+,272295,Claimant count
2016-01-01,January 2016,United Kingdom,Female,All categories: Age 16+,1.3,Claimants as a proportion of residents aged 16-64
2016-01-01,January 2016,United Kingdom,Female,All categories: Age 16+,1.6,Claimants as a proportion of the workforce
2016-01-01,January 2016,United Kingdom,Female,Age unknown (clerical claims),370,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 16-24,57650,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 16-17,365,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 18-24,57280,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 18-21,34710,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 25-49,151110,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 25-29,35115,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 30-34,29860,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 35-39,26740,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 40-44,28495,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 45-49,30905,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 50+,63170,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 50-54,28805,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 55-59,23510,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 60-64,10855,Claimant count
2016-01-01,January 2016,United Kingdom,Female,Aged 65+,0,Claimant count
2016-02-01,February 2016,London,Total,All categories: Age 16+,111700,Claimant count
2016-02-01,February 2016,London,Total,All categories: Age 16+,1.9,Claimants as a proportion of residents aged 16-64
2016-02-01,February 2016,London,Total,All categories: Age 16+,2.3,Claimants as a proportion of economically active residents aged 16+
2016-02-01,February 2016,London,Total,All categories: Age 16+,1.9,Claimants as a proportion of the workforce
2016-02-01,February 2016,London,Total,Age unknown (clerical claims),295,Claimant count
2016-02-01,February 2016,London,Total,Aged 16-24,18370,Claimant count
2016-02-01,February 2016,London,Total,Aged 16-17,45,Claimant count
2016-02-01,February 2016,London,Total,Aged 18-24,18325,Claimant count
2016-02-01,February 2016,London,Total,Aged 18-21,9590,Claimant count
2016-02-01,February 2016,London,Total,Aged 25-49,64310,Claimant count
2016-02-01,February 2016,London,Total,Aged 25-29,15140,Claimant count
2016-02-01,February 2016,London,Total,Aged 30-34,12640,Claimant count
2016-02-01,February 2016,London,Total,Aged 35-39,11425,Claimant count
2016-02-01,February 2016,London,Total,Aged 40-44,11885,Claimant count
2016-02-01,February 2016,London,Total,Aged 45-49,13220,Claimant count
2016-02-01,February 2016,London,Total,Aged 50+,28725,Claimant count
2016-02-01,February 2016,London,Total,Aged 50-54,13140,Claimant count
2016-02-01,February 2016,London,Total,Aged 55-59,10570,Claimant count
2016-02-01,February 2016,London,Total,Aged 60-64,5010,Claimant count
2016-02-01,February 2016,London,Total,Aged 65+,5,Claimant count
2016-02-01,February 2016,London,Male,All categories: Age 16+,65120,Claimant count
2016-02-01,February 2016,London,Male,All categories: Age 16+,2.2,Claimants as a proportion of residents aged 16-64
2016-02-01,February 2016,London,Male,All categories: Age 16+,2,Claimants as a proportion of the workforce
2016-02-01,February 2016,London,Male,Age unknown (clerical claims),180,Claimant count
2016-02-01,February 2016,London,Male,Aged 16-24,10925,Claimant count
2016-02-01,February 2016,London,Male,Aged 16-17,20,Claimant count
2016-02-01,February 2016,London,Male,Aged 18-24,10905,Claimant count
2016-02-01,February 2016,London,Male,Aged 18-21,5675,Claimant count
2016-02-01,February 2016,London,Male,Aged 25-49,36830,Claimant count
2016-02-01,February 2016,London,Male,Aged 25-29,9065,Claimant count
2016-02-01,February 2016,London,Male,Aged 30-34,7495,Claimant count
2016-02-01,February 2016,London,Male,Aged 35-39,6470,Claimant count
2016-02-01,February 2016,London,Male,Aged 40-44,6510,Claimant count
2016-02-01,February 2016,London,Male,Aged 45-49,7290,Claimant count
2016-02-01,February 2016,London,Male,Aged 50+,17185,Claimant count
2016-02-01,February 2016,London,Male,Aged 50-54,7645,Claimant count
2016-02-01,February 2016,London,Male,Aged 55-59,6320,Claimant count
2016-02-01,February 2016,London,Male,Aged 60-64,3215,Claimant count
2016-02-01,February 2016,London,Male,Aged 65+,5,Claimant count
2016-02-01,February 2016,London,Female,All categories: Age 16+,46580,Claimant count
2016-02-01,February 2016,London,Female,All categories: Age 16+,1.6,Claimants as a proportion of residents aged 16-64
2016-02-01,February 2016,London,Female,All categories: Age 16+,1.7,Claimants as a proportion of the workforce
2016-02-01,February 2016,London,Female,Age unknown (clerical claims),110,Claimant count
2016-02-01,February 2016,London,Female,Aged 16-24,7445,Claimant count
2016-02-01,February 2016,London,Female,Aged 16-17,25,Claimant count
2016-02-01,February 2016,London,Female,Aged 18-24,7420,Claimant count
2016-02-01,February 2016,London,Female,Aged 18-21,3915,Claimant count
2016-02-01,February 2016,London,Female,Aged 25-49,27480,Claimant count
2016-02-01,February 2016,London,Female,Aged 25-29,6075,Claimant count
2016-02-01,February 2016,London,Female,Aged 30-34,5145,Claimant count
2016-02-01,February 2016,London,Female,Aged 35-39,4955,Claimant count
2016-02-01,February 2016,London,Female,Aged 40-44,5380,Claimant count
2016-02-01,February 2016,London,Female,Aged 45-49,5930,Claimant count
2016-02-01,February 2016,London,Female,Aged 50+,11540,Claimant count
2016-02-01,February 2016,London,Female,Aged 50-54,5495,Claimant count
2016-02-01,February 2016,London,Female,Aged 55-59,4245,Claimant count
2016-02-01,February 2016,London,Female,Aged 60-64,1795,Claimant count
2016-02-01,February 2016,London,Female,Aged 65+,0,Claimant count
2016-02-01,February 2016,United Kingdom,Total,All categories: Age 16+,799970,Claimant count
2016-02-01,February 2016,United Kingdom,Total,All categories: Age 16+,1.9,Claimants as a proportion of residents aged 16-64
2016-02-01,February 2016,United Kingdom,Total,All categories: Age 16+,2.4,Claimants as a proportion of economically active residents aged 16+
2016-02-01,February 2016,United Kingdom,Total,All categories: Age 16+,2.2,Claimants as a proportion of the workforce
2016-02-01,February 2016,United Kingdom,Total,Age unknown (clerical claims),1120,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 16-24,175645,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 16-17,760,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 18-24,174880,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 18-21,100725,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 25-49,439125,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 25-29,112535,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 30-34,90120,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 35-39,76295,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 40-44,76885,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 45-49,83290,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 50+,184080,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 50-54,81305,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 55-59,67625,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 60-64,35130,Claimant count
2016-02-01,February 2016,United Kingdom,Total,Aged 65+,20,Claimant count
2016-02-01,February 2016,United Kingdom,Male,All categories: Age 16+,518635,Claimant count
2016-02-01,February 2016,United Kingdom,Male,All categories: Age 16+,2.5,Claimants as a proportion of residents aged 16-64
2016-02-01,February 2016,United Kingdom,Male,All categories: Age 16+,2.7,Claimants as a proportion of the workforce
2016-02-01,February 2016,United Kingdom,Male,Age unknown (clerical claims),740,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 16-24,114695,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 16-17,385,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 18-24,114310,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 18-21,63930,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 25-49,284145,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 25-29,76070,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 30-34,59340,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 35-39,48990,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 40-44,47960,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 45-49,51790,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 50+,119055,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 50-54,51880,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 55-59,43465,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 60-64,23690,Claimant count
2016-02-01,February 2016,United Kingdom,Male,Aged 65+,20,Claimant count
2016-02-01,February 2016,United Kingdom,Female,All categories: Age 16+,281330,Claimant count
2016-02-01,February 2016,United Kingdom,Female,All categories: Age 16+,1.4,Claimants as a proportion of residents aged 16-64
2016-02-01,February 2016,United Kingdom,Female,All categories: Age 16+,1.7,Claimants as a proportion of the workforce
